FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ee,127650,348,RUA BAR DE ARACATI,400,66.15,44,1712,Local,Asfalto,Com,Com,Com,Com,Com,Com,7,8,0,2,5,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((554076.8145809289 9587007.43811148, 554056.7473937661 9586944.403535334))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ed,143779,4551,RUA DES ANTONIO CARLOS COSTA E SILVA,40,63.34,,,Local,Pedra rust,Com,Sem,Com,Com,Com,Com,16,0,19,0,0,22,22,2013-05-17,2014-11-06,"MULTILINESTRING ((558032.6605681978 9585472.14271494, 558093.1776452673 9585453.45018148))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ec,113811,6219,RUA DR PERILO TEIXEIRA,60,129.23,318,790,Local,Asfalto,Com,Com,Com,Com,Com,Com,8,7,1,4,3,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((544163.888022935 9584221.33984175, 544187.1178714273 9584348.466902921))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59eb,113953,8398,RUA 23 (BEIRA RIO),60,45.55,116,117,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((544764.3423791055 9589044.695026428, 544752.3834445174 9589000.737861456))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ea,113994,3624,RUA 20 (CONJ. PREF. JOSÉ WALTER),60,46.14,110,1121,Local,Asfalto,Com,Com,Com,Com,Com,Com,9,9,0,6,3,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((549730.6102812032 9577028.385609897, 549686.4635519112 9577041.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e9,114064,10360,RUA LARA,60,66.76,41,1533,Local,Asfalto,Com,Com,Sem,Com,Com,Com,8,8,0,7,1,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((546758.2483566533 9589415.151991438, 546747.0797859099 9589421.93290939, 546707.2917526365 9589439.08464303, 546698.3170082892 9589444.270050876))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e8,114146,8231,RUA C (CJ RESD ITAPARICA),60,205.84,48,48,Local,Pedra rust,Com,Com,Com,Com,Com,Sem,1,0,1,0,0,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((545683.3554327312 9588892.61808652, 545678.9343160036 9588898.646882055, 545651.0557039079 9588907.08719581, 545632.4577831262 9588911.800617775, 545608.0502957345 9588924.954353496, 545584.4831859027 9588932.810056772, 545575.8601813752 9588936.756177489, 545560.8064616066 9588946.25609773, 545550.2469348757 9588950.01952767, 545533.9143796902 9588954.148339162, 545494.5724470754 9588969.263740068))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e7,114204,11266,RUA Z LOT AV DOS EXPEDICIONARIOSII,60,57.21,2001,2001,Local,Pedra rust,Com,Sem,Sem,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((549288.6754597657 9579896.186436864, 549256.7605632509 9579848.700159388))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e6,114225,6144,RUA AVARÉ,60,192.72,422,621,Local,Pedra rust,Com,Com,Com,Com,Com,Com,51,46,57,43,3,87,87,2013-05-17,2014-11-06,"MULTILINESTRING ((552547.7481685013 9575231.961621253, 552397.6386093176 9575352.832762685))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e5,114494,5480,TRAVESSA CAPRICHO (CURIÓ),60,100.29,69,82,Local,Pedra rust,Com,Sem,Com,Com,Com,Sem,33,22,0,30,3,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((558003.2808895849 9577423.464497464, 557926.0471835645 9577487.4424894))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e4,114573,2852,RUA PERI,60,65.07,1080,6090,Local,Asfalto,Com,Com,Com,Com,Com,Sem,2,2,0,0,2,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((546056.5862100966 9590972.983792296, 546029.1059947377 9590913.999870468))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e3,114666,7076,RUA E (CJ JD PRIMAVERA),60,63.86,206,481,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((550108.735367159 9580094.72081779, 550047.630570235 9580113.289766679))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e2,115293,6209,RUA MOÇAMBIQUE,60,126.31,289,311,Local,Paralelep.,Com,Com,Com,Com,Com,Com,1,1,0,0,1,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((544509.918016465 9583897.134797215, 544533.1805370401 9584021.288699161))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e1,115394,10346,RUA STA CLARA (PLANALTO PICI),60,36.99,100,100,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,13,1,12,1,0,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((546725.395760825 9585384.1191826, 546722.0172851149 9585378.962561779, 546701.0351727831 9585356.38011892))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59e0,114090,3287,RUA GAL SILVA JÚNIOR,60,81.36,136,313,Local,Asfalto,Com,Com,Com,Com,Com,Com,23,22,1,14,8,11,11,2013-05-17,2018-10-25,"MULTILINESTRING ((552169.6510519112 9585097.801128954, 552116.9635519112 9585035.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59df,132217,4490,RUA EUCLIDES ONOFRE DE SOUZA,200,96.07,928,1097,Local,Asfalto,Com,Com,Com,Com,Com,Com,16,16,0,7,9,13,13,2013-05-17,2019-04-04,"MULTILINESTRING ((558609.3602885741 9580231.129080506, 558705.1084524784 9580238.99141127))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59de,147853,2029,RUA JOSÉ VILAR,860,138,1290,3344,Local,Asfalto,Com,Com,Com,Com,Com,Com,25,26,1,13,13,13,13,2013-05-17,2019-07-01,"MULTILINESTRING ((554404.3937841465 9585230.504914263, 554364.03408558 9585113.72930431, 554367.444188658 9585099.687703399))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59dd,135800,3156,RUA RUBENS MONTE,40,102.69,185,239,Local,Asfalto,Com,Com,Com,Com,Com,Com,17,16,2,10,6,17,17,2013-05-17,2019-11-21,"MULTILINESTRING ((548175.5613475505 9579630.047015838, 548234.5915245737 9579546.017229903))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59dc,110736,124,RUA ALEXANDRE BARAÚNA,120,64.64,373,4279,Local,Asfalto,Com,Com,Com,Com,Com,Com,24,24,0,22,2,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((550250.5260519112 9585289.801128954, 550202.9669412366 9585333.579766203))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59db,110832,32220,RUA DRA WANDA SIDOU,120,172.13,301,1005,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,18,18,0,15,3,21,21,2013-05-17,2014-11-06,"MULTILINESTRING ((554686.9861933328 9578661.097612496, 554627.2815207429 9578499.65824462))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59da,110927,284,RUA ANTÔNIO BANDEIRA,120,122.29,300,805,Local,Asfalto,Com,Com,Com,Com,Com,Com,55,55,1,51,4,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((548616.0885519112 9581684.801128954, 548628.4010519112 9581686.801128954, 548720.9010519112 9581658.801128954, 548733.0885519112 9581653.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d9,147738,4155,AVENIDA PIN ANTÔNIO BANDEIRA,800,64.71,,,Coletora,Asfalto,Com,Com,Com,Com,Com,Com,2,0,2,0,0,4,4,2013-05-17,2017-11-07,"MULTILINESTRING ((560868.2475979833 9585571.87816619, 560870.7648242195 9585561.84691278, 560873.3201554164 9585555.762820017, 560875.3482171852 9585550.817384372, 560877.2965654015 9585546.423859257, 560879.3141471167 9585542.214214098, 560881.1822417626 9585537.98171656, 560883.8537933322 9585532.805743553, 560882.782850072 9585531.530632524, 560884.2153618883 9585528.229767464, 560884.9266874874 9585527.171413034, 560885.9816393044 9585525.193009285, 560886.5746003315 9585521.674499916, 560886.8441077037 9585511.530044857))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d8,115616,2487,RUA MAJ MONTENEGRO,60,101.17,211,2088,Local,Asfalto,Com,Com,Com,Com,Com,Com,18,18,0,16,2,20,20,2013-05-17,2014-11-06,"MULTILINESTRING ((546582.2330460494 9580664.419528978, 546579.0823878603 9580563.300067939))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d7,116785,34710,RUA CAMPO ALEGRE,60,44.53,903,903,Local,Paralelep.,Com,Com,Sem,Com,Com,Sem,6,6,0,6,0,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((545932.10579321 9580898.065066125, 545898.9445801604 9580927.778100591))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d6,116794,6900,RUA OXALÁ,60,140.53,40,807,Local,Asfalto,Com,Com,Sem,Com,Com,Com,23,23,0,18,5,28,28,2013-05-17,2014-11-06,"MULTILINESTRING ((549140.2760519112 9582365.801128954, 549100.526232999 9582251.706808297, 549098.3385519112 9582232.801128954, 549098.4666937261 9582232.1335995))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d5,116893,4243,RUA 303 (CONJ. CEARÁ II),60,53.19,66,96,Local,Asfalto,Com,Com,Sem,Com,Com,Com,2,2,0,2,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((542932.6622057889 9582767.873846099, 542938.983543925 9582715.060085543))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d4,116908,9183,RUA FRANCISCO NEPOMUCENO,60,103.97,179,997,Local,Asfalto,Com,Sem,Com,Com,Com,Com,0,0,0,0,0,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((554693.0455469477 9576961.762769576, 554668.8073601115 9576860.654904488))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d3,117069,9324,RUA RECANTO DO PASSARÉ,60,120.33,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((552485.5641501506 9579229.111705044, 552481.2849751831 9579231.251292529, 552444.6980292107 9579178.403481679, 552415.8135981798 9579136.039649501))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d2,117622,1979,RUA JOSÉ GOMES DE MOURA,60,42.31,144,150,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((552707.7135519112 9586822.801128954, 552708.4995250527 9586801.250629583, 552706.9380782343 9586780.561459232))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d1,147779,4155,AVENIDA PIN ANTÔNIO BANDEIRA,840,63.27,463,4250,Coletora,Premoldado,Com,Com,Com,Com,Com,Com,14,14,1,14,0,3,3,2013-05-17,2017-11-07,"MULTILINESTRING ((560909.5654131448 9585472.490001144, 560937.5854613056 9585415.761013199))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59d0,117659,81,RUA AIRES DA CUNHA,60,82.31,576,2636,Local,Asfalto,Com,Com,Sem,Com,Com,Com,4,4,0,3,1,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((543965.6426448573 9582589.457053278, 543942.5966430387 9582510.442189898))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59cf,137775,2793,TRAVESSA SAO PEDRO,60,61.24,137,1304,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,9,9,0,8,1,12,12,2013-05-17,2014-11-06,"MULTILINESTRING ((546927.7135519112 9582056.801128954, 546895.1540681269 9582004.936340082))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ce,138278,32030,TRAVESSA JOSE ONORATO,60,40.04,,,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((561030.7843510977 9585372.818635695, 561027.1303084935 9585371.744272789, 561024.8295235953 9585370.680611206, 561023.9780658034 9585369.81917004, 561025.2765716385 9585364.872026132, 561027.1848231048 9585359.193796698, 561028.6049708967 9585355.611756213, 561029.292688783 9585350.641236238, 561029.4796159854 9585347.251966521, 561029.1053286002 9585345.048809271, 561029.1126881995 9585341.707611017, 561029.6587340642 9585338.21022277))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59cd,138963,2167,RUA LIMOEIRO DO NORTE,60,70.71,508,2280,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,2,3,2,0,3,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((553982.1898161782 9586463.230897225, 553978.885579876 9586420.454432663, 554006.0294515373 9586414.422461182))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59cc,108825,1813,RUA DES JOÃO FIRMINO,160,106.62,151,490,Local,Asfalto,Com,Com,Com,Com,Com,Com,26,27,0,25,2,19,19,2013-05-17,2014-11-06,"MULTILINESTRING ((549487.4010519112 9584077.801128954, 549417.0428156591 9583997.693637386))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59cb,108978,6135,RUA DO PENSAMENTO,160,71.89,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((551898.6024298661 9575619.02924357, 551835.0858355155 9575652.701359527))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ca,108998,4730,RUA JOÃO IVO,160,80.92,300,360,Local,Sem,Com,Com,Com,Com,Com,Com,0,0,0,0,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((555782.1510519112 9575869.801128954, 555782.090845382 9575788.879967632))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c9,109003,34346,AVENIDA PASSARE (PQ DOIS IRMAOS),160,76.22,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((550719.7031233324 9577719.31648671, 550769.354781158 9577777.140082568))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c8,139270,5927,RUA STA APARECIDA,60,99.67,136,986,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,1,1,0,1,0,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((558711.2760519112 9574796.801128954, 558621.4690150662 9574840.027429318))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c7,139311,34270,RUA F (CANINDEZINHO),60,64.38,,,Local,Sem,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((543212.6185505515 9578345.798623333, 543161.2870494424 9578384.651599359))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c6,111806,984,RUA CURIÓ,80,56.23,102,855,Local,Asfalto,Com,Com,Com,Com,Com,Com,17,17,0,15,2,17,17,2013-05-17,2014-11-06,"MULTILINESTRING ((547892.7066047152 9588891.860743416, 547891.4059587497 9588891.745130442, 547879.489354383 9588894.128451314, 547851.5704527241 9588902.867294516, 547838.0649677754 9588903.434751868))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c5,111859,2028,RUA DOM JOSÉ TUPINAMBÁ,80,53.38,108,491,Local,Asfalto,Com,Com,Com,Com,Com,Com,8,8,0,8,0,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((548154.0260519112 9589563.801128954, 548103.7760519112 9589581.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c4,111882,117,RUA FREIRE ALEMAO,80,78.82,320,557,Local,Asfalto,Com,Com,Com,Com,Com,Com,17,18,1,11,7,17,17,2013-05-17,2014-11-06,"MULTILINESTRING ((550602.5953268143 9581455.203869827, 550624.3905540034 9581530.952565083))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c3,112708,818,RUA PRO SILA RIBEIRO,80,213.55,41,209,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,32,35,1,11,24,17,17,2013-05-17,2017-11-07,"MULTILINESTRING ((557211.2128580975 9587002.003534602, 557236.7586394568 9586995.721785089, 557412.6494506903 9586931.524221156))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c2,120721,3926,TRAVESSA CARLOS ARAÚJO,40,78.99,42,500,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,17,17,0,18,0,27,27,2013-05-17,2014-11-06,"MULTILINESTRING ((545511.5017224672 9587722.85077693, 545506.6999558425 9587721.695921665, 545501.8782234496 9587720.536264509, 545490.417074795 9587715.76771417, 545472.5204606233 9587707.501905082, 545437.9245907374 9587694.467545653))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c1,128923,1840,RUA DEP JOÃO PONTES,140,84.53,1001,1719,Local,Asfalto,Com,Com,Com,Com,Com,Com,36,36,0,34,2,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((552106.5251492241 9585943.624235608, 552026.0150526636 9585969.395457584))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59c0,111980,9185,RUA PRO OSMIRIO BARRETO,80,86.58,,,Local,Paralelep.,Sem,Sem,Sem,Com,Sem,Sem,0,0,5,0,0,6,6,2013-05-17,2018-10-10,"MULTILINESTRING ((560068.4626558557 9585027.223295484, 560150.9963216602 9585001.079090789))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59bf,115618,3023,RUA RAIMUNDO PINHEIRO BASTOS,60,168.39,247,405,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,54,53,2,47,6,46,46,2013-05-17,2018-10-24,"MULTILINESTRING ((545830.8755577954 9587590.994453447, 545763.8628621601 9587745.475030838))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59be,117630,1076,RUA PRO DOMINGOS BONIFÁCIO,60,57.31,69,863,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,6,5,1,5,0,10,10,2013-05-17,2018-11-14,"MULTILINESTRING ((548985.9684841471 9589510.912998341, 548967.0885519112 9589456.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59bd,111795,748,RUA CARVALHO JÚNIOR,80,121.97,260,4237,Local,Asfalto,Com,Com,Com,Com,Com,Com,30,30,0,26,4,30,30,2013-05-17,2018-12-07,"MULTILINESTRING ((553991.2629418502 9584515.904068306, 554112.6510519112 9584527.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59bc,147774,2029,RUA JOSÉ VILAR,840,105.05,3120,3167,Local,Asfalto,Com,Com,Com,Com,Com,Com,59,59,1,33,26,9,9,2013-05-17,2019-07-01,"MULTILINESTRING ((554476.9322246667 9585450.70572983, 554443.7112542772 9585351.042818662))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59bb,115238,469,RUA BARBACENA,80,111.8,248,499,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,12,12,0,10,2,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((549351.7758134003 9578478.723925153, 549379.1908446114 9578472.887176571, 549394.5786363232 9578471.118464878, 549411.2487440113 9578471.427989425, 549425.0486420239 9578468.577513862, 549460.7284535681 9578456.968771352))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ba,110323,144,RUA DR ALMEIDA FILHO,100,83.08,257,1199,Local,Asfalto,Com,Com,Com,Com,Com,Com,27,30,0,25,5,21,21,2013-05-17,2014-11-06,"MULTILINESTRING ((548901.0525740962 9588671.329373652, 548923.1719843714 9588591.251508607))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b9,117504,6654,RUA ANTÔNIO ALVES RIBEIRO,120,98.46,211,247,Local,Sem,Com,Sem,Sem,Com,Com,Sem,5,4,1,4,0,3,3,2013-05-17,2016-01-21,"MULTILINESTRING ((554516.5202652459 9576311.363050794, 554420.6510519112 9576333.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b8,112139,10360,RUA LARA,80,56.25,366,1617,Local,Asfalto,Com,Com,Sem,Com,Com,Com,3,3,0,3,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((546698.3170082892 9589444.270050876, 546688.4447895066 9589448.059387378, 546645.315155229 9589463.090878038))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b7,112179,4339,RUA 202 (CONJ. CEARÁ I),80,59.77,131,195,Local,Asfalto,Com,Com,Sem,Com,Com,Com,1,1,0,1,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((543345.6510519112 9583656.801128954, 543324.1069459253 9583601.052138314))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b6,112213,8528,RUA VERDE 40 DO CONJUNTO HABITACIONAL SÍTIO SÃO JOÃO,80,56.9,,,Local,Pedra rust,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((553320.3886042731 9574593.077086398, 553373.7979856071 9574573.464700453))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b5,112227,1051,RUA PRO DIAS DA ROCHA,80,113.93,370,1368,Local,Asfalto,Com,Com,Com,Com,Com,Com,48,48,1,35,13,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((556562.2590358305 9587456.752896767, 556527.633170313 9587348.214126013))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b4,112471,8401,RUA 26 (CONJ. RESID. PREF. JOSÉ WALTER),80,43.71,160,190,Local,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,3,1,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((549348.3861220182 9577076.366190987, 549306.500508898 9577088.86259527))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b3,112545,1710,AVENIDA J (CONJ. RESID. PREF. JOSÉ WALTER),80,110.61,121,341,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,14,0,5,9,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((549509.1668651077 9577096.37571379, 549476.7144408174 9576990.628610024))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b2,112631,2285,RUA MANUEL JACARÉ,80,51.1,3698,3860,Local,Asfalto,Com,Com,Com,Com,Com,Sem,0,0,0,0,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((556927.7879063612 9588386.633366738, 556935.642392618 9588437.126492674))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b1,113008,1992,RUA DR JOSÉ LOURENÇO,80,164.31,590,1843,Local,Asfalto,Com,Com,Com,Com,Com,Com,76,76,0,44,32,12,12,2013-05-17,2014-11-06,"MULTILINESTRING ((554854.4889134399 9587808.615345087, 554803.1165948568 9587652.53761382))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59b0,115390,7693,RUA A DO LOTEAMENTO ESPLANADA MESSEJANA,60,54.26,,,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,0,0,3,0,0,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((558124.9367746641 9574835.538409414, 558147.5567710567 9574884.859329382))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59af,114815,1260,RUA FILIPE CAMARÃO,80,191.95,387,1342,Local,Asfalto,Com,Com,Com,Com,Com,Com,63,61,2,58,3,74,74,2013-05-17,2014-11-06,"MULTILINESTRING ((549230.6308392744 9589950.02632064, 549186.4551899298 9589958.909467518, 549044.2760519112 9589995.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ae,114978,9606,RUA DIREITA,80,76.64,121,210,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,11,3,11,0,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((546848.9010519112 9575876.801128954, 546774.6510519112 9575895.801128954))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ad,115094,1451,RUA GOIÂNIA,80,83.32,351,1151,Local,Pedra rust,Com,Com,Com,Com,Com,Com,3,3,0,2,1,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((546671.957560667 9583568.437860444, 546687.7470174867 9583563.545352697, 546748.6809776077 9583536.191786656))"
trechos_logradouros.fid--5ab48429_18b14aa49cf_-59ac,115120,32307,RUA JACARANDÁ,80,37.85,77,114,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,10,10,0,10,0,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((554390.0995097015 9579721.712949185, 554353.0892346 9579729.635680027))"
